"Lon","Lat","Year","ANGE","PAVI","Total","Treatment","Model"
-96.61,39.11,357,42.857145,381.904781,424.761926,"Control","LPJGUESS"
-96.61,39.11,358,35.238097,428.57145,463.809547,"Control","LPJGUESS"
-96.61,39.11,359,51.428574,395.238115,447.61907,"Control","LPJGUESS"
-96.61,39.11,360,59.047622,433.333355,492.380977,"Control","LPJGUESS"
-96.61,39.11,361,43.809526,414.285735,457.14288,"Control","LPJGUESS"
-96.61,39.11,362,61.904765,600.952411,662.857176,"Control","LPJGUESS"
-96.61,39.11,363,33.333335,395.238115,428.57145,"Control","LPJGUESS"
-96.61,39.11,364,58.095241,271.428585,328.571445,"Control","LPJGUESS"
-96.61,39.11,365,75.238099,366.666685,441.904784,"Control","LPJGUESS"
-96.61,39.11,366,69.523813,420.952402,489.523834,"Control","LPJGUESS"
-96.61,39.11,367,54.285717,405.714306,460.952404,"Control","LPJGUESS"
-96.61,39.11,368,56.190479,444.761927,500.000025,"Control","LPJGUESS"
-96.61,39.11,369,65.714289,547.619075,614.285745,"Control","LPJGUESS"
-96.61,39.11,370,42.857145,471.428595,514.28574,"Control","LPJGUESS"
-96.61,39.11,371,18.095239,398.095258,415.238116,"Control","LPJGUESS"
-96.61,39.11,372,23.809525,434.285736,458.095261,"Control","LPJGUESS"
-96.61,39.11,373,24.761906,498.095263,522.857169,"Control","LPJGUESS"
-96.61,39.11,374,22.857144,491.428596,513.333359,"Control","LPJGUESS"
-96.61,39.11,375,15.238096,406.666687,421.904783,"Control","LPJGUESS"
-96.61,39.11,376,15.238096,481.904786,498.095263,"Control","LPJGUESS"
-96.61,39.11,377,11.428572,412.380973,423.809545,"Control","LPJGUESS"
-96.61,39.11,378,17.142858,461.904785,479.047643,"Control","LPJGUESS"
-96.61,39.11,379,21.904763,478.095262,499.047644,"Control","LPJGUESS"
-96.61,39.11,380,18.095239,403.809544,422.857164,"Control","LPJGUESS"
-96.61,39.11,381,26.666668,678.095272,705.714321,"Control","LPJGUESS"
-96.61,39.11,382,30.476192,513.333359,543.809551,"Control","LPJGUESS"
-96.61,39.11,383,44.761907,377.142876,421.904783,"Control","LPJGUESS"
-96.61,39.11,384,47.61905,402.857163,451.428594,"Control","LPJGUESS"
-96.61,39.11,385,40.952383,330.476207,371.42859,"Control","LPJGUESS"
-96.61,39.11,386,55.238098,526.666693,581.904791,"Control","LPJGUESS"
-96.61,39.11,387,36.190478,382.857162,418.095259,"Control","LPJGUESS"
-96.61,39.11,388,21.904763,412.380973,434.285736,"Control","LPJGUESS"
-96.61,39.11,389,18.095239,385.714305,403.809544,"Control","LPJGUESS"
-96.61,39.11,390,14.285715,567.619076,581.904791,"Control","LPJGUESS"
-96.61,39.11,391,7.619048,452.380975,460.952404,"Control","LPJGUESS"
-96.61,39.11,392,11.428572,463.809547,474.285738,"Control","LPJGUESS"
-96.61,39.11,393,11.428572,449.523832,460.000023,"Control","LPJGUESS"
-96.61,39.11,394,12.380953,416.190497,428.57145,"Control","LPJGUESS"
-96.61,39.11,395,22.857144,504.76193,528.571455,"Control","LPJGUESS"
-96.61,39.11,396,22.857144,462.857166,484.761929,"Control","LPJGUESS"
-96.61,39.11,397,20.952382,443.809546,464.761928,"Control","LPJGUESS"
-96.61,39.11,398,20.952382,431.428593,451.428594,"Control","LPJGUESS"
-96.61,39.11,399,23.809525,379.047638,401.904782,"Control","LPJGUESS"
-96.61,39.11,400,22.857144,393.333353,416.190497,"Control","LPJGUESS"
-96.61,39.11,401,24.761906,420.952402,445.714308,"Control","LPJGUESS"
-96.61,39.11,402,29.523811,478.095262,507.619073,"Control","LPJGUESS"
-96.61,39.11,403,21.904763,380.9524,403.809544,"Control","LPJGUESS"
-96.61,39.11,404,20.952382,413.333354,435.238117,"Control","LPJGUESS"
-96.61,39.11,405,14.285715,446.666689,460.000023,"Control","LPJGUESS"
-96.61,39.11,406,9.52381,486.666691,496.190501,"Control","LPJGUESS"
-96.61,39.11,407,4.761905,467.619071,472.380976,"Control","LPJGUESS"
-96.61,39.11,408,1.904762,414.285735,416.190497,"Control","LPJGUESS"
-96.61,39.11,409,5.714286,555.238123,561.90479,"Control","LPJGUESS"
-96.61,39.11,410,17.142858,371.42859,388.571448,"Control","LPJGUESS"
-96.61,39.11,411,24.761906,475.238119,500.000025,"Control","LPJGUESS"
-96.61,39.11,412,23.809525,462.857166,486.666691,"Control","LPJGUESS"
-96.61,39.11,413,18.095239,412.380973,430.476212,"Control","LPJGUESS"
-96.61,39.11,414,15.238096,429.523831,444.761927,"Control","LPJGUESS"
-96.61,39.11,415,9.52381,481.904786,491.428596,"Control","LPJGUESS"
-96.61,39.11,416,12.380953,429.523831,441.904784,"Control","LPJGUESS"
-96.61,39.11,417,15.238096,439.047641,453.333356,"Control","LPJGUESS"
-96.61,39.11,418,18.095239,438.09526,457.14288,"Control","LPJGUESS"
-96.61,39.11,419,33.333335,496.190501,529.523836,"Control","LPJGUESS"
-96.61,39.11,420,48.571431,558.095266,605.714316,"Control","LPJGUESS"
-96.61,39.11,421,34.285716,406.666687,440.952403,"Control","LPJGUESS"
-96.61,39.11,422,27.619049,406.666687,435.238117,"Control","LPJGUESS"
-96.61,39.11,423,21.904763,500.000025,521.904788,"Control","LPJGUESS"
-96.61,39.11,424,14.285715,431.428593,444.761927,"Control","LPJGUESS"
-96.61,39.11,425,11.428572,451.428594,462.857166,"Control","LPJGUESS"
-96.61,39.11,426,14.285715,471.428595,485.71431,"Control","LPJGUESS"
-96.61,39.11,427,17.142858,439.047641,456.190499,"Control","LPJGUESS"
-96.61,39.11,428,18.095239,499.047644,517.142883,"Control","LPJGUESS"
-96.61,39.11,429,16.190477,508.571454,523.80955,"Control","LPJGUESS"
-96.61,39.11,430,11.428572,363.809542,375.238114,"Control","LPJGUESS"
-96.61,39.11,431,7.619048,415.238116,422.857164,"Control","LPJGUESS"
-96.61,39.11,432,6.666667,460.000023,466.66669,"Control","LPJGUESS"
-96.61,39.11,433,9.52381,453.333356,462.857166,"Control","LPJGUESS"
-96.61,39.11,434,8.571429,379.047638,387.619067,"Control","LPJGUESS"
-96.61,39.11,435,13.333334,491.428596,505.714311,"Control","LPJGUESS"
-96.61,39.11,436,15.238096,405.714306,420.952402,"Control","LPJGUESS"
-96.61,39.11,437,20.000001,595.238125,615.238126,"Control","LPJGUESS"
-96.61,39.11,438,16.190477,581.904791,598.095268,"Control","LPJGUESS"
-96.61,39.11,439,9.52381,481.904786,491.428596,"Control","LPJGUESS"
-96.61,39.11,440,7.619048,485.71431,493.333358,"Control","LPJGUESS"
-96.61,39.11,441,4.761905,435.238117,440.000022,"Control","LPJGUESS"
-96.61,39.11,442,9.52381,513.333359,523.80955,"Control","LPJGUESS"
-96.61,39.11,443,28.57143,353.333351,381.904781,"Control","LPJGUESS"
-96.61,39.11,444,40.952383,452.380975,493.333358,"Control","LPJGUESS"
-96.61,39.11,445,45.714288,416.190497,461.904785,"Control","LPJGUESS"
-96.61,39.11,446,28.57143,394.285734,422.857164,"Control","LPJGUESS"
-96.61,39.11,447,19.04762,402.857163,422.857164,"Control","LPJGUESS"
-96.61,39.11,448,18.095239,475.238119,493.333358,"Control","LPJGUESS"
-96.61,39.11,449,14.285715,489.523834,503.809549,"Control","LPJGUESS"
-96.61,39.11,450,10.476191,513.333359,523.80955,"Control","LPJGUESS"
-96.61,39.11,451,3.809524,327.619064,331.428588,"Control","LPJGUESS"
-96.61,39.11,452,8.571429,520.000026,528.571455,"Control","LPJGUESS"
-96.61,39.11,453,12.380953,410.476211,422.857164,"Control","LPJGUESS"
-96.61,39.11,454,22.857144,517.142883,540.000027,"Control","LPJGUESS"
-96.61,39.11,455,41.904764,394.285734,436.190498,"Control","LPJGUESS"
-96.61,39.11,456,41.904764,372.380971,415.238116,"Control","LPJGUESS"
-96.61,39.11,457,40.000002,383.809543,423.809545,"Control","LPJGUESS"
-96.61,39.11,458,38.09524,455.238118,493.333358,"Control","LPJGUESS"
-96.61,39.11,459,28.57143,439.047641,468.571452,"Control","LPJGUESS"
-96.61,39.11,460,22.857144,429.523831,452.380975,"Control","LPJGUESS"
-96.61,39.11,461,12.380953,428.57145,440.952403,"Control","LPJGUESS"
-96.61,39.11,462,14.285715,518.095264,532.380979,"Control","LPJGUESS"
-96.61,39.11,463,16.190477,440.000022,457.14288,"Control","LPJGUESS"
-96.61,39.11,464,24.761906,437.142879,461.904785,"Control","LPJGUESS"
-96.61,39.11,465,17.142858,362.857161,380.000019,"Control","LPJGUESS"
-96.61,39.11,466,16.190477,559.047647,575.238124,"Control","LPJGUESS"
-96.61,39.11,467,15.238096,439.047641,454.285737,"Control","LPJGUESS"
-96.61,39.11,468,14.285715,474.285738,488.571453,"Control","LPJGUESS"
-96.61,39.11,469,12.380953,456.190499,468.571452,"Control","LPJGUESS"
-96.61,39.11,470,15.238096,554.285742,569.523838,"Control","LPJGUESS"
-96.61,39.11,471,10.476191,368.571447,379.047638,"Control","LPJGUESS"
-96.61,39.11,472,15.238096,438.09526,454.285737,"Control","LPJGUESS"
-96.61,39.11,473,20.000001,399.047639,419.04764,"Control","LPJGUESS"
-96.61,39.11,474,20.952382,439.047641,460.000023,"Control","LPJGUESS"
-96.61,39.11,475,20.000001,469.523833,489.523834,"Control","LPJGUESS"
-96.61,39.11,476,26.666668,557.142885,583.809553,"Control","LPJGUESS"
-96.61,39.11,477,36.190478,444.761927,480.000024,"Control","LPJGUESS"
-96.61,39.11,478,32.380954,374.285733,406.666687,"Control","LPJGUESS"
-96.61,39.11,479,31.428573,460.000023,491.428596,"Control","LPJGUESS"
-96.61,39.11,480,22.857144,380.000019,402.857163,"Control","LPJGUESS"
-96.61,39.11,481,25.714287,491.428596,517.142883,"Control","LPJGUESS"
-96.61,39.11,482,11.428572,392.380972,403.809544,"Control","LPJGUESS"
-96.61,39.11,483,3.809524,404.761925,408.571449,"Control","LPJGUESS"
-96.61,39.11,484,2.857143,475.238119,477.142881,"Control","LPJGUESS"
-96.61,39.11,485,5.714286,620.000031,625.714317,"Control","LPJGUESS"
-96.61,39.11,486,10.476191,452.380975,461.904785,"Control","LPJGUESS"
-96.61,39.11,487,14.285715,451.428594,466.66669,"Control","LPJGUESS"
-96.61,39.11,488,12.380953,372.380971,384.761924,"Control","LPJGUESS"
-96.61,39.11,489,21.904763,631.428603,653.333366,"Control","LPJGUESS"
-96.61,39.11,490,13.333334,368.571447,381.904781,"Control","LPJGUESS"
-96.61,39.11,491,15.238096,507.619073,522.857169,"Control","LPJGUESS"
-96.61,39.11,492,9.52381,368.571447,378.095257,"Control","LPJGUESS"
-96.61,39.11,493,22.857144,511.428597,534.285741,"Control","LPJGUESS"
-96.61,39.11,494,33.333335,423.809545,458.095261,"Control","LPJGUESS"
-96.61,39.11,495,30.476192,440.000022,470.476214,"Control","LPJGUESS"
-96.61,39.11,496,22.857144,472.380976,496.190501,"Control","LPJGUESS"
-96.61,39.11,497,20.000001,403.809544,423.809545,"Control","LPJGUESS"
-96.61,39.11,498,6.666667,412.380973,418.095259,"Control","LPJGUESS"
-96.61,39.11,499,7.619048,487.619072,496.190501,"Control","LPJGUESS"
-96.61,39.11,500,5.714286,410.476211,416.190497,"Control","LPJGUESS"
-96.61,39.11,501,11.428572,612.380983,623.809555,"Control","LPJGUESS"
-96.61,39.11,502,15.238096,396.190496,411.428592,"Control","LPJGUESS"
-96.61,39.11,503,15.238096,473.333357,488.571453,"Control","LPJGUESS"
-96.61,39.11,504,17.142858,490.476215,507.619073,"Control","LPJGUESS"
-96.61,39.11,505,17.142858,429.523831,446.666689,"Control","LPJGUESS"
-96.61,39.11,506,32.380954,467.619071,500.000025,"Control","LPJGUESS"
-96.61,39.11,507,36.190478,496.190501,533.33336,"Control","LPJGUESS"
-96.61,39.11,508,29.523811,339.047636,368.571447,"Control","LPJGUESS"
-96.61,39.11,509,29.523811,464.761928,494.285739,"Control","LPJGUESS"
-96.61,39.11,510,32.380954,475.238119,507.619073,"Control","LPJGUESS"
-96.61,39.11,511,22.857144,452.380975,475.238119,"Control","LPJGUESS"
-96.61,39.11,512,18.095239,511.428597,529.523836,"Control","LPJGUESS"
-96.61,39.11,513,13.333334,382.857162,395.238115,"Control","LPJGUESS"
-96.61,39.11,514,13.333334,471.428595,483.809548,"Control","LPJGUESS"
-96.61,39.11,515,14.285715,501.904787,516.190502,"Control","LPJGUESS"
-96.61,39.11,516,9.52381,413.333354,422.857164,"Control","LPJGUESS"
-96.61,39.11,517,13.333334,513.333359,526.666693,"Control","LPJGUESS"
-96.61,39.11,518,20.000001,530.476217,550.476218,"Control","LPJGUESS"
-96.61,39.11,519,20.952382,577.142886,598.095268,"Control","LPJGUESS"
-96.61,39.11,520,17.142858,494.285739,511.428597,"Control","LPJGUESS"
-96.61,39.11,521,22.857144,497.142882,519.047645,"Control","LPJGUESS"
-96.61,39.11,522,22.857144,444.761927,467.619071,"Control","LPJGUESS"
-96.61,39.11,523,22.857144,452.380975,474.285738,"Control","LPJGUESS"
-96.61,39.11,524,23.809525,509.523835,532.380979,"Control","LPJGUESS"
-96.61,39.11,525,15.238096,360.000018,374.285733,"Control","LPJGUESS"
-96.61,39.11,526,15.238096,445.714308,460.952404,"Control","LPJGUESS"
-96.61,39.11,527,10.476191,443.809546,455.238118,"Control","LPJGUESS"
-96.61,39.11,528,10.476191,499.047644,508.571454,"Control","LPJGUESS"
-96.61,39.11,529,10.476191,536.190503,546.666694,"Control","LPJGUESS"
-96.61,39.11,530,21.904763,440.952403,462.857166,"Control","LPJGUESS"
-96.61,39.11,531,29.523811,357.142875,385.714305,"Control","LPJGUESS"
-96.61,39.11,532,34.285716,479.047643,514.28574,"Control","LPJGUESS"
-96.61,39.11,533,34.285716,509.523835,544.761932,"Control","LPJGUESS"
-96.61,39.11,534,29.523811,419.04764,449.523832,"Control","LPJGUESS"
-96.61,39.11,535,25.714287,470.476214,496.190501,"Control","LPJGUESS"
-96.61,39.11,536,23.809525,470.476214,495.23812,"Control","LPJGUESS"
-96.61,39.11,537,15.238096,395.238115,409.52383,"Control","LPJGUESS"
-96.61,39.11,538,12.380953,511.428597,523.80955,"Control","LPJGUESS"
-96.61,39.11,539,7.619048,438.09526,444.761927,"Control","LPJGUESS"
-96.61,39.11,540,4.761905,480.000024,484.761929,"Control","LPJGUESS"
-96.61,39.11,541,7.619048,671.428605,678.095272,"Control","LPJGUESS"
-96.61,39.11,542,4.761905,402.857163,407.619068,"Control","LPJGUESS"
-96.61,39.11,543,12.380953,663.809557,676.19051,"Control","LPJGUESS"
-96.61,39.11,544,9.52381,402.857163,412.380973,"Control","LPJGUESS"
-96.61,39.11,545,12.380953,488.571453,500.000025,"Control","LPJGUESS"
-96.61,39.11,546,12.380953,457.14288,469.523833,"Control","LPJGUESS"
-96.61,39.11,547,10.476191,451.428594,461.904785,"Control","LPJGUESS"
-96.61,39.11,548,8.571429,466.66669,475.238119,"Control","LPJGUESS"
-96.61,39.11,549,9.52381,627.619079,637.142889,"Control","LPJGUESS"
-96.61,39.11,550,6.666667,377.142876,384.761924,"Control","LPJGUESS"
-96.61,39.11,551,7.619048,398.095258,405.714306,"Control","LPJGUESS"
-96.61,39.11,552,9.52381,463.809547,473.333357,"Control","LPJGUESS"
-96.61,39.11,553,11.428572,513.333359,524.761931,"Control","LPJGUESS"
-96.61,39.11,554,14.285715,483.809548,498.095263,"Control","LPJGUESS"
-96.61,39.11,555,20.952382,498.095263,519.047645,"Control","LPJGUESS"
-96.61,39.11,556,23.809525,309.523825,333.33335,"Control","LPJGUESS"
-96.61,39.11,557,44.761907,592.380982,636.190508,"Control","LPJGUESS"
-96.61,39.11,558,37.142859,440.952403,478.095262,"Control","LPJGUESS"
-96.61,39.11,559,29.523811,394.285734,424.761926,"Control","LPJGUESS"
-96.61,39.11,560,42.857145,577.142886,620.000031,"Control","LPJGUESS"
-96.61,39.11,561,28.57143,416.190497,444.761927,"Control","LPJGUESS"
-96.61,39.11,562,18.095239,459.047642,478.095262,"Control","LPJGUESS"
-96.61,39.11,563,14.285715,403.809544,417.142878,"Control","LPJGUESS"
-96.61,39.11,564,16.190477,471.428595,487.619072,"Control","LPJGUESS"
-96.61,39.11,565,17.142858,480.000024,497.142882,"Control","LPJGUESS"
-96.61,39.11,566,10.476191,389.523829,400.00002,"Control","LPJGUESS"
-96.61,39.11,567,11.428572,473.333357,483.809548,"Control","LPJGUESS"
-96.61,39.11,568,9.52381,444.761927,454.285737,"Control","LPJGUESS"
-96.61,39.11,569,12.380953,649.523842,661.904795,"Control","LPJGUESS"
-96.61,39.11,570,4.761905,433.333355,438.09526,"Control","LPJGUESS"
-96.61,39.11,571,3.809524,443.809546,447.61907,"Control","LPJGUESS"
-96.61,39.11,572,4.761905,550.476218,555.238123,"Control","LPJGUESS"
-96.61,39.11,573,6.666667,462.857166,469.523833,"Control","LPJGUESS"
-96.61,39.11,574,8.571429,486.666691,495.23812,"Control","LPJGUESS"
-96.61,39.11,575,7.619048,457.14288,464.761928,"Control","LPJGUESS"
-96.61,39.11,576,19.04762,603.809554,622.857174,"Control","LPJGUESS"
-96.61,39.11,577,14.285715,336.190493,350.476208,"Control","LPJGUESS"
-96.61,39.11,578,22.857144,567.619076,590.47622,"Control","LPJGUESS"
-96.61,39.11,579,11.428572,389.523829,400.952401,"Control","LPJGUESS"
-96.61,39.11,580,11.428572,431.428593,442.857165,"Control","LPJGUESS"
-96.61,39.11,581,6.666667,444.761927,452.380975,"Control","LPJGUESS"
-96.61,39.11,582,4.761905,460.952404,465.714309,"Control","LPJGUESS"
-96.61,39.11,583,12.380953,449.523832,461.904785,"Control","LPJGUESS"
-96.61,39.11,584,11.428572,426.666688,438.09526,"Control","LPJGUESS"
-96.61,39.11,585,13.333334,442.857165,456.190499,"Control","LPJGUESS"
-96.61,39.11,586,11.428572,459.047642,470.476214,"Control","LPJGUESS"
-96.61,39.11,587,8.571429,408.571449,417.142878,"Control","LPJGUESS"
-96.61,39.11,588,11.428572,475.238119,485.71431,"Control","LPJGUESS"
-96.61,39.11,589,16.190477,631.428603,648.571461,"Control","LPJGUESS"
-96.61,39.11,590,16.190477,422.857164,439.047641,"Control","LPJGUESS"
-96.61,39.11,591,17.142858,445.714308,461.904785,"Control","LPJGUESS"
-96.61,39.11,592,18.095239,498.095263,516.190502,"Control","LPJGUESS"
-96.61,39.11,593,21.904763,497.142882,520.000026,"Control","LPJGUESS"
-96.61,39.11,594,27.619049,431.428593,459.047642,"Control","LPJGUESS"
-96.61,39.11,595,38.09524,440.952403,478.095262,"Control","LPJGUESS"
-96.61,39.11,596,34.285716,472.380976,505.714311,"Control","LPJGUESS"
-96.61,39.11,597,25.714287,374.285733,400.952401,"Control","LPJGUESS"
-96.61,39.11,598,23.809525,434.285736,458.095261,"Control","LPJGUESS"
-96.61,39.11,599,22.857144,468.571452,491.428596,"Control","LPJGUESS"
-96.61,39.11,600,20.000001,469.523833,490.476215,"Control","LPJGUESS"
-96.61,39.11,601,20.000001,452.380975,472.380976,"Control","LPJGUESS"
-96.61,39.11,602,20.952382,462.857166,483.809548,"Control","LPJGUESS"
-96.61,39.11,603,17.142858,480.000024,497.142882,"Control","LPJGUESS"
-96.61,39.11,604,14.285715,437.142879,452.380975,"Control","LPJGUESS"
-96.61,39.11,605,13.333334,480.000024,493.333358,"Control","LPJGUESS"
-96.61,39.11,606,12.380953,492.380977,503.809549,"Control","LPJGUESS"
-96.61,39.11,607,13.333334,578.095267,590.47622,"Control","LPJGUESS"
-96.61,39.11,608,18.095239,537.142884,555.238123,"Control","LPJGUESS"
-96.61,39.11,609,20.000001,568.571457,588.571458,"Control","LPJGUESS"
-96.61,39.11,610,13.333334,415.238116,427.619069,"Control","LPJGUESS"
-96.61,39.11,611,16.190477,551.428599,566.666695,"Control","LPJGUESS"
-96.61,39.11,612,9.52381,433.333355,441.904784,"Control","LPJGUESS"
-96.61,39.11,613,7.619048,365.714304,373.333352,"Control","LPJGUESS"
-96.61,39.11,614,14.285715,524.761931,539.047646,"Control","LPJGUESS"
-96.61,39.11,615,14.285715,384.761924,399.047639,"Control","LPJGUESS"
-96.61,39.11,616,19.04762,600.00003,619.04765,"Control","LPJGUESS"
-96.61,39.11,617,17.142858,411.428592,428.57145,"Control","LPJGUESS"
-96.61,39.11,618,16.190477,460.000023,475.238119,"Control","LPJGUESS"
-96.61,39.11,619,15.238096,431.428593,445.714308,"Control","LPJGUESS"
-96.61,39.11,620,14.285715,401.904782,416.190497,"Control","LPJGUESS"
-96.61,39.11,621,13.333334,439.047641,452.380975,"Control","LPJGUESS"
-96.61,39.11,622,14.285715,527.619074,541.904789,"Control","LPJGUESS"
-96.61,39.11,623,10.476191,420.000021,430.476212,"Control","LPJGUESS"
-96.61,39.11,624,4.761905,384.761924,389.523829,"Control","LPJGUESS"
-96.61,39.11,625,3.809524,452.380975,456.190499,"Control","LPJGUESS"
-96.61,39.11,626,10.476191,561.90479,572.380981,"Control","LPJGUESS"
-96.61,39.11,627,11.428572,440.952403,452.380975,"Control","LPJGUESS"
-96.61,39.11,628,15.238096,487.619072,502.857168,"Control","LPJGUESS"
-96.61,39.11,629,20.952382,458.095261,479.047643,"Control","LPJGUESS"
-96.61,39.11,630,20.952382,521.904788,542.85717,"Control","LPJGUESS"
-96.61,39.11,631,12.380953,420.952402,433.333355,"Control","LPJGUESS"
-96.61,39.11,632,12.380953,434.285736,445.714308,"Control","LPJGUESS"
-96.61,39.11,633,15.238096,504.76193,520.000026,"Control","LPJGUESS"
-96.61,39.11,634,12.380953,458.095261,470.476214,"Control","LPJGUESS"
-96.61,39.11,635,16.190477,496.190501,512.380978,"Control","LPJGUESS"
-96.61,39.11,636,29.523811,564.761933,593.333363,"Control","LPJGUESS"
-96.61,39.11,637,18.095239,407.619068,425.714307,"Control","LPJGUESS"
-96.61,39.11,638,20.952382,437.142879,459.047642,"Control","LPJGUESS"
-96.61,39.11,639,19.04762,392.380972,411.428592,"Control","LPJGUESS"
-96.61,39.11,640,20.952382,541.904789,562.857171,"Control","LPJGUESS"
-96.61,39.11,641,16.190477,466.66669,482.857167,"Control","LPJGUESS"
-96.61,39.11,642,16.190477,508.571454,524.761931,"Control","LPJGUESS"
-96.61,39.11,643,19.04762,390.47621,409.52383,"Control","LPJGUESS"
-96.61,39.11,644,23.809525,491.428596,515.238121,"Control","LPJGUESS"
-96.61,39.11,645,20.000001,429.523831,450.476213,"Control","LPJGUESS"
-96.61,39.11,646,33.333335,484.761929,518.095264,"Control","LPJGUESS"
-96.61,39.11,647,24.761906,423.809545,447.61907,"Control","LPJGUESS"
-96.61,39.11,648,22.857144,403.809544,426.666688,"Control","LPJGUESS"
-96.61,39.11,649,23.809525,475.238119,499.047644,"Control","LPJGUESS"
-96.61,39.11,650,13.333334,467.619071,480.952405,"Control","LPJGUESS"
-96.61,39.11,651,7.619048,395.238115,402.857163,"Control","LPJGUESS"
-96.61,39.11,652,9.52381,402.857163,412.380973,"Control","LPJGUESS"
-96.61,39.11,653,10.476191,528.571455,540.000027,"Control","LPJGUESS"
-96.61,39.11,654,13.333334,571.4286,584.761934,"Control","LPJGUESS"
-96.61,39.11,655,11.428572,427.619069,439.047641,"Control","LPJGUESS"
-96.61,39.11,656,8.571429,376.190495,384.761924,"Control","LPJGUESS"
-96.61,39.11,657,9.52381,459.047642,469.523833,"Control","LPJGUESS"
-96.61,39.11,658,12.380953,477.142881,490.476215,"Control","LPJGUESS"
-96.61,39.11,659,11.428572,388.571448,400.00002,"Control","LPJGUESS"
-96.61,39.11,660,17.142858,521.904788,539.047646,"Control","LPJGUESS"
-96.61,39.11,661,14.285715,428.57145,442.857165,"Control","LPJGUESS"
-96.61,39.11,662,10.476191,437.142879,447.61907,"Control","LPJGUESS"
-96.61,39.11,663,9.52381,448.571451,459.047642,"Control","LPJGUESS"
-96.61,39.11,664,10.476191,552.38098,562.857171,"Control","LPJGUESS"
-96.61,39.11,665,13.333334,401.904782,416.190497,"Control","LPJGUESS"
-96.61,39.11,666,24.761906,574.285743,599.047649,"Control","LPJGUESS"
-96.61,39.11,667,25.714287,394.285734,420.000021,"Control","LPJGUESS"
-96.61,39.11,668,19.04762,380.000019,399.047639,"Control","LPJGUESS"
-96.61,39.11,669,18.095239,420.000021,438.09526,"Control","LPJGUESS"
-96.61,39.11,670,26.666668,602.857173,629.523841,"Control","LPJGUESS"
-96.61,39.11,671,14.285715,405.714306,420.000021,"Control","LPJGUESS"
-96.61,39.11,672,14.285715,468.571452,482.857167,"Control","LPJGUESS"
-96.61,39.11,673,16.190477,522.857169,539.047646,"Control","LPJGUESS"
-96.61,39.11,674,9.52381,469.523833,479.047643,"Control","LPJGUESS"
-96.61,39.11,675,3.809524,401.904782,405.714306,"Control","LPJGUESS"
-96.61,39.11,676,5.714286,428.57145,434.285736,"Control","LPJGUESS"
-96.61,39.11,677,12.380953,587.619077,599.047649,"Control","LPJGUESS"
-96.61,39.11,678,20.000001,417.142878,437.142879,"Control","LPJGUESS"
-96.61,39.11,679,24.761906,459.047642,483.809548,"Control","LPJGUESS"
-96.61,39.11,680,27.619049,451.428594,479.047643,"Control","LPJGUESS"
-96.61,39.11,681,29.523811,453.333356,482.857167,"Control","LPJGUESS"
-96.61,39.11,682,23.809525,423.809545,446.666689,"Control","LPJGUESS"
-96.61,39.11,683,22.857144,427.619069,450.476213,"Control","LPJGUESS"
-96.61,39.11,684,31.428573,550.476218,581.904791,"Control","LPJGUESS"
-96.61,39.11,685,20.000001,507.619073,527.619074,"Control","LPJGUESS"
-96.61,39.11,686,11.428572,422.857164,433.333355,"Control","LPJGUESS"
-96.61,39.11,687,10.476191,493.333358,503.809549,"Control","LPJGUESS"
-96.61,39.11,688,8.571429,446.666689,455.238118,"Control","LPJGUESS"
-96.61,39.11,689,6.666667,463.809547,470.476214,"Control","LPJGUESS"
-96.61,39.11,690,4.761905,454.285737,459.047642,"Control","LPJGUESS"
-96.61,39.11,691,7.619048,432.380974,440.000022,"Control","LPJGUESS"
-96.61,39.11,692,20.952382,457.14288,479.047643,"Control","LPJGUESS"
-96.61,39.11,693,25.714287,491.428596,517.142883,"Control","LPJGUESS"
-96.61,39.11,694,23.809525,476.1905,500.000025,"Control","LPJGUESS"
-96.61,39.11,695,18.095239,422.857164,440.952403,"Control","LPJGUESS"
-96.61,39.11,696,18.095239,437.142879,455.238118,"Control","LPJGUESS"
-96.61,39.11,697,17.142858,429.523831,446.666689,"Control","LPJGUESS"
-96.61,39.11,698,14.285715,481.904786,495.23812,"Control","LPJGUESS"
-96.61,39.11,699,20.952382,495.23812,516.190502,"Control","LPJGUESS"
-96.61,39.11,700,15.238096,430.476212,445.714308,"Control","LPJGUESS"
-96.61,39.11,701,15.238096,360.952399,376.190495,"Control","LPJGUESS"
-96.61,39.11,702,16.190477,523.80955,539.047646,"Control","LPJGUESS"
-96.61,39.11,703,28.57143,421.904783,450.476213,"Control","LPJGUESS"
-96.61,39.11,704,31.428573,410.476211,440.952403,"Control","LPJGUESS"
-96.61,39.11,705,26.666668,454.285737,481.904786,"Control","LPJGUESS"
-96.61,39.11,706,21.904763,473.333357,495.23812,"Control","LPJGUESS"
-96.61,39.11,707,11.428572,438.09526,450.476213,"Control","LPJGUESS"
-96.61,39.11,708,20.952382,576.190505,597.142887,"Control","LPJGUESS"
-96.61,39.11,709,42.857145,395.238115,438.09526,"Control","LPJGUESS"
-96.61,39.11,710,42.857145,383.809543,426.666688,"Control","LPJGUESS"
-96.61,39.11,711,51.428574,470.476214,521.904788,"Control","LPJGUESS"
-96.61,39.11,712,38.09524,413.333354,452.380975,"Control","LPJGUESS"
-96.61,39.11,713,34.285716,490.476215,524.761931,"Control","LPJGUESS"
-96.61,39.11,714,25.714287,456.190499,481.904786,"Control","LPJGUESS"
