year,month,day,transect,soil_moist_volumetric
2010,5,10,irrigated,0.181088
2010,5,11,control,0.22298
2010,5,11,irrigated,0.194572
2010,5,12,control,0.218773
2010,5,12,irrigated,0.191594
2010,5,13,control,0.244453
2010,5,13,irrigated,0.244193
2010,5,14,control,0.231369
2010,5,14,irrigated,0.229886
2010,5,15,control,0.227673
2010,5,15,irrigated,0.226879
2010,5,16,control,0.234985
2010,5,16,irrigated,0.237847
2010,5,17,control,0.236591
2010,5,17,irrigated,0.241642
2010,5,18,control,0.23282
2010,5,18,irrigated,0.236419
2010,5,19,control,0.242578
2010,5,19,irrigated,0.256617
2010,5,20,control,0.25386
2010,5,20,irrigated,0.291921
2010,5,21,control,0.250231
2010,5,21,irrigated,0.283296
2010,5,22,control,0.240235
2010,5,22,irrigated,0.2684
2010,5,23,control,0.23112
2010,5,23,irrigated,0.251674
2010,5,24,control,0.222229
2010,5,24,irrigated,0.235935
2010,5,25,control,0.209436
2010,5,25,irrigated,0.217825
2010,5,26,control,0.202164
2010,5,26,irrigated,0.209645
2010,5,27,control,0.192178
2010,5,27,irrigated,0.198416
2010,5,28,control,0.180891
2010,5,28,irrigated,0.186755
2010,5,29,control,0.170172
2010,5,29,irrigated,0.176904
2010,5,30,control,0.161208
2010,5,30,irrigated,0.170633
2010,5,31,control,0.168855
2010,5,31,irrigated,0.181193
2010,6,1,control,0.16048
2010,6,1,irrigated,0.17327
2010,6,2,control,0.15064
2010,6,2,irrigated,0.163931
2010,6,3,control,0.141771
2010,6,3,irrigated,0.156055
2010,6,4,control,0.13644
2010,6,4,irrigated,0.152406
2010,6,5,control,0.130334
2010,6,5,irrigated,0.148663
2010,6,6,control,0.124539
2010,6,6,irrigated,0.142817
2010,6,7,control,0.119613
2010,6,7,irrigated,0.138134
2010,6,8,control,0.202399
2010,6,8,irrigated,0.229229
2010,6,9,control,0.228108
2010,6,9,irrigated,0.252694
2010,6,10,control,0.212724
2010,6,10,irrigated,0.231846
2010,6,11,control,0.199554
2010,6,11,irrigated,0.214017
2010,6,12,control,0.229549
2010,6,12,irrigated,0.255522
2010,6,13,control,0.268669
2010,6,13,irrigated,0.310933
2010,6,14,control,0.265001
2010,6,14,irrigated,0.316385
2010,6,15,control,0.255996
2010,6,15,irrigated,0.294791
2010,6,16,control,0.256001
2010,6,16,irrigated,0.305397
2010,6,17,control,0.25764
2010,6,17,irrigated,0.29849
2010,6,18,control,0.239262
2010,6,18,irrigated,0.27026
2010,6,19,control,0.223647
2010,6,19,irrigated,0.247321
2010,6,20,control,0.268553
2010,6,20,irrigated,0.31768
2010,6,21,control,0.281481
2010,6,21,irrigated,0.32343
2010,6,22,control,0.269662
2010,6,22,irrigated,0.292422
2010,6,23,control,0.258281
2010,6,23,irrigated,0.261887
2010,6,24,control,0.243442
2010,6,24,irrigated,0.233105
2010,6,25,control,0.236212
2010,6,25,irrigated,0.21438
2010,6,26,control,0.232075
2010,6,26,irrigated,0.199768
2010,6,27,control,0.230322
2010,6,27,irrigated,0.19128
2010,6,28,control,0.21865
2010,6,28,irrigated,0.178612
2010,6,29,control,0.212374
2010,6,29,irrigated,0.224551
2010,6,30,control,0.203735
2010,6,30,irrigated,0.284998
2010,7,1,control,0.197504
2010,7,1,irrigated,0.256465
2010,7,2,control,0.190149
2010,7,2,irrigated,0.230226
2010,7,3,control,0.185753
2010,7,3,irrigated,0.21443
2010,7,4,control,0.223002
2010,7,4,irrigated,0.269896
2010,7,5,control,0.290647
2010,7,5,irrigated,0.338142
2010,7,6,control,0.27268
2010,7,6,irrigated,0.303287
2010,7,7,control,0.263871
2010,7,7,irrigated,0.289926
2010,7,8,control,0.258685
2010,7,8,irrigated,0.282491
2010,7,9,control,0.248837
2010,7,9,irrigated,0.264132
2010,7,10,control,0.236149
2010,7,10,irrigated,0.241012
2010,7,11,control,0.228087
2010,7,11,irrigated,0.22484
2010,7,12,control,0.218339
2010,7,12,irrigated,0.209833
2010,7,13,control,0.211173
2010,7,13,irrigated,0.20081
2010,7,14,control,0.210769
2010,7,14,irrigated,0.20214
2010,7,15,control,0.270799
2010,7,15,irrigated,0.310203
2010,7,16,control,0.251591
2010,7,16,irrigated,0.281805
2010,7,17,control,0.2388
2010,7,17,irrigated,0.261548
2010,7,18,control,0.222558
2010,7,18,irrigated,0.237879
2010,7,19,control,0.204852
2010,7,19,irrigated,0.216585
2010,7,20,control,0.21469
2010,7,20,irrigated,0.234598
2010,7,21,control,0.268785
2010,7,21,irrigated,0.312463
2010,7,23,control,-0.00263
2010,7,23,irrigated,-0.00263
2010,7,24,control,0.212866
2010,7,24,irrigated,0.239633
2010,7,25,control,0.198644
2010,7,25,irrigated,0.220111
2010,7,26,control,0.187554
2010,7,26,irrigated,0.20711
2010,7,27,control,0.176612
2010,7,27,irrigated,0.196844
2010,7,28,control,0.164451
2010,7,28,irrigated,0.185457
2010,7,29,control,0.154653
2010,7,29,irrigated,0.175967
2010,7,30,control,0.149087
2010,7,30,irrigated,0.238871
2010,7,31,control,0.151807
2010,7,31,irrigated,0.307034
2010,8,1,control,0.142725
2010,8,1,irrigated,0.276765
2010,8,2,control,0.136604
2010,8,2,irrigated,0.251411
2010,8,3,control,0.1297
2010,8,3,irrigated,0.222909
2010,8,4,control,0.124634
2010,8,4,irrigated,0.276543
2010,8,5,control,0.120545
2010,8,5,irrigated,0.297165
2010,8,6,control,0.116817
2010,8,6,irrigated,0.269453
2010,8,7,control,0.114483
2010,8,7,irrigated,0.247398
2010,8,8,control,0.112824
2010,8,8,irrigated,0.228234
2010,8,9,control,0.110417
2010,8,9,irrigated,0.208285
2010,8,10,control,0.108175
2010,8,10,irrigated,0.273508
2010,8,11,control,0.107
2010,8,11,irrigated,0.309718
2010,8,12,control,0.104789
2010,8,12,irrigated,0.278221
2010,8,13,control,0.121417
2010,8,13,irrigated,0.27304
2010,8,14,control,0.172076
2010,8,14,irrigated,0.31002
2010,8,15,control,0.164349
2010,8,15,irrigated,0.305545
2010,8,16,control,0.148727
2010,8,16,irrigated,0.276708
2010,8,17,control,0.149843
2010,8,17,irrigated,0.28565
2010,8,18,control,0.14546
2010,8,18,irrigated,0.280338
2010,8,19,control,0.136348
2010,8,19,irrigated,0.260944
2010,8,20,control,0.129164
2010,8,20,irrigated,0.242927
2010,8,21,control,0.12285
2010,8,21,irrigated,0.225735
2010,8,22,control,0.116148
2010,8,22,irrigated,0.207448
2010,8,23,control,0.111747
2010,8,23,irrigated,0.194337
2010,8,24,control,0.191702
2010,8,24,irrigated,0.279105
2010,8,25,control,0.191102
2010,8,25,irrigated,0.26963
2010,8,26,control,0.174757
2010,8,26,irrigated,0.248647
2010,8,27,control,0.162565
2010,8,27,irrigated,0.229585
2010,8,28,control,0.150896
2010,8,28,irrigated,0.20987
2010,8,29,control,0.140966
2010,8,29,irrigated,0.193898
2010,8,30,control,0.133943
2010,8,30,irrigated,0.184197
2010,8,31,control,0.127224
2010,8,31,irrigated,0.176698
2010,9,1,control,0.120653
2010,9,1,irrigated,0.168988
2010,9,2,control,0.121404
2010,9,2,irrigated,0.170123
2010,9,3,control,0.117543
2010,9,3,irrigated,0.165071
2010,9,4,control,0.111138
2010,9,4,irrigated,0.15586
2010,9,5,control,0.107472
2010,9,5,irrigated,0.151251
2010,9,6,control,0.104166
2010,9,6,irrigated,0.147401
2010,9,7,control,0.101015
2010,9,7,irrigated,0.142256
2010,9,8,control,0.098243
2010,9,8,irrigated,0.13811
2010,9,9,control,0.105367
2010,9,9,irrigated,0.209209
2010,9,10,control,0.114132
2010,9,10,irrigated,0.282158
2010,9,11,control,0.111973
2010,9,11,irrigated,0.269603
2010,9,12,control,0.104839
2010,9,12,irrigated,0.245178
2010,9,13,control,0.10218
2010,9,13,irrigated,0.228599
2010,9,14,control,0.121112
2010,9,14,irrigated,0.277207
2010,9,15,control,0.173344
2010,9,15,irrigated,0.294753
2010,9,16,control,0.197566
2010,9,16,irrigated,0.278541
2010,9,17,control,0.186749
2010,9,17,irrigated,0.264738
2010,9,18,control,0.180857
2010,9,18,irrigated,0.259297
2010,9,19,control,0.171554
2010,9,19,irrigated,0.246538
2010,9,20,control,0.164458
2010,9,20,irrigated,0.235456
2010,9,21,control,0.156196
2010,9,21,irrigated,0.222917
2010,9,22,control,0.15116
2010,9,22,irrigated,0.214098
2010,9,23,control,0.159601
2010,9,23,irrigated,0.225922
2010,9,24,control,0.208565
2010,9,24,irrigated,0.278316
2010,9,25,control,0.206694
2010,9,25,irrigated,0.274391
2010,9,26,control,0.204846
2010,9,26,irrigated,0.26573
2010,9,27,control,0.192813
2010,9,27,irrigated,0.251683
2010,9,28,control,0.187817
2010,9,28,irrigated,0.246836
2010,9,29,control,0.179396
2010,9,29,irrigated,0.236171
2010,9,30,control,0.172422
2010,9,30,irrigated,0.228362
2011,5,12,control,0.189969
2011,5,12,irrigated,0.145857
2011,5,13,control,0.191244
2011,5,13,irrigated,0.200091
2011,5,14,control,0.184528
2011,5,14,irrigated,0.141768
2011,5,15,control,0.178859
2011,5,15,irrigated,0.18505
2011,5,16,control,0.179597
2011,5,16,irrigated,0.13791
2011,5,17,control,0.179155
2011,5,17,irrigated,0.185123
2011,5,18,control,0.180777
2011,5,18,irrigated,0.186405
2011,5,19,control,0.24141
2011,5,19,irrigated,0.242376
2011,5,20,control,0.265632
2011,5,20,irrigated,0.192925
2011,5,21,control,0.25772
2011,5,21,irrigated,0.186873
2011,5,22,control,0.246455
2011,5,22,irrigated,0.178711
2011,5,23,control,0.234395
2011,5,23,irrigated,0.169633
2011,5,24,control,0.258912
2011,5,24,irrigated,0.261738
2011,5,25,control,0.288154
2011,5,25,irrigated,0.309861
2011,5,26,control,0.268024
2011,5,26,irrigated,0.271515
2011,5,27,control,0.249406
2011,5,27,irrigated,0.253228
2011,5,28,control,0.244518
2011,5,28,irrigated,0.248965
2011,5,29,control,0.240825
2011,5,29,irrigated,0.245442
2011,5,30,control,0.230584
2011,5,30,irrigated,0.234775
2011,5,31,control,0.26869
2011,5,31,irrigated,0.271498
2011,6,1,control,0.252712
2011,6,1,irrigated,0.256087
2011,6,2,control,0.335721
2011,6,2,irrigated,0.330499
2011,6,3,control,0.302642
2011,6,3,irrigated,0.28456
2011,6,4,control,0.290576
2011,6,4,irrigated,0.266081
2011,6,5,control,0.279353
2011,6,5,irrigated,0.248498
2011,6,6,control,0.265375
2011,6,6,irrigated,0.226884
2011,6,7,control,0.252285
2011,6,7,irrigated,0.208864
2011,6,8,control,0.240823
2011,6,8,irrigated,0.193371
2011,6,9,control,0.233544
2011,6,9,irrigated,0.183036
2011,6,10,control,0.226131
2011,6,10,irrigated,0.174204
2011,6,11,control,0.22073
2011,6,11,irrigated,0.167984
2011,6,12,control,0.217296
2011,6,12,irrigated,0.163078
2011,6,13,control,0.215716
2011,6,13,irrigated,0.159697
2011,6,14,control,0.209902
2011,6,14,irrigated,0.154681
2011,6,15,control,0.203212
2011,6,15,irrigated,0.196174
2011,6,16,control,0.208431
2011,6,16,irrigated,0.249488
2011,6,17,control,0.220978
2011,6,17,irrigated,0.265562
2011,6,18,control,0.224574
2011,6,18,irrigated,0.264977
2011,6,19,control,0.216407
2011,6,19,irrigated,0.248025
2011,6,20,control,0.221065
2011,6,20,irrigated,0.246204
2011,6,21,control,0.24255
2011,6,21,irrigated,0.26056
2011,6,22,control,0.224262
2011,6,22,irrigated,0.233723
2011,6,23,control,0.20914
2011,6,23,irrigated,0.213337
2011,6,24,control,0.197659
2011,6,24,irrigated,0.200078
2011,6,25,control,0.188894
2011,6,25,irrigated,0.190038
2011,6,26,control,0.181172
2011,6,26,irrigated,0.181633
2011,6,27,control,0.172238
2011,6,27,irrigated,0.170964
2011,6,28,control,0.162386
2011,6,28,irrigated,0.221653
2011,6,29,control,0.156399
2011,6,29,irrigated,0.258404
2011,6,30,control,0.151664
2011,6,30,irrigated,0.231126
2011,7,1,control,0.145494
2011,7,1,irrigated,0.266423
2011,7,2,control,0.140739
2011,7,2,irrigated,0.264582
2011,7,3,control,0.138742
2011,7,3,irrigated,0.247047
2011,7,4,control,0.137447
2011,7,4,irrigated,0.235239
2011,7,5,control,0.135363
2011,7,5,irrigated,0.2168
2011,7,6,control,0.136491
2011,7,6,irrigated,0.212801
2011,7,7,control,0.235196
2011,7,7,irrigated,0.279971
2011,7,8,control,0.242252
2011,7,8,irrigated,0.268781
2011,7,9,control,0.222147
2011,7,9,irrigated,0.249212
2011,7,10,control,0.20632
2011,7,10,irrigated,0.233207
2011,7,11,control,0.190847
2011,7,11,irrigated,0.216418
2011,7,12,control,0.174719
2011,7,12,irrigated,0.198242
2011,7,13,control,0.162627
2011,7,13,irrigated,0.18564
2011,7,14,control,0.154349
2011,7,14,irrigated,0.24385
2011,7,15,control,0.147122
2011,7,15,irrigated,0.271592
2011,7,16,control,0.141082
2011,7,16,irrigated,0.24019
2011,7,17,control,0.136193
2011,7,17,irrigated,0.213274
2011,7,18,control,0.132276
2011,7,18,irrigated,0.257319
2011,7,19,control,0.128953
2011,7,19,irrigated,0.275394
2011,7,20,control,0.126154
2011,7,20,irrigated,0.296331
2011,7,21,control,0.124095
2011,7,21,irrigated,0.277647
2011,7,22,control,0.122375
2011,7,22,irrigated,0.302746
2011,7,23,control,0.120819
2011,7,23,irrigated,0.285758
2011,7,24,control,0.123271
2011,7,24,irrigated,0.270492
2011,7,25,control,0.142479
2011,7,25,irrigated,0.337369
2011,7,26,control,0.13373
2011,7,26,irrigated,0.300145
2011,7,27,control,0.129164
2011,7,27,irrigated,0.276675
2011,7,28,control,0.142982
2011,7,28,irrigated,0.338142
2011,7,29,control,0.143682
2011,7,29,irrigated,0.319858
2011,7,30,control,0.139261
2011,7,30,irrigated,0.30262
2011,7,31,control,0.13243
2011,7,31,irrigated,0.286164
2011,8,1,control,0.12626
2011,8,1,irrigated,0.259766
2011,8,2,control,0.121962
2011,8,2,irrigated,0.227543
2011,8,3,control,0.119958
2011,8,3,irrigated,0.207534
2011,8,4,control,0.119125
2011,8,4,irrigated,0.198992
2011,8,5,control,0.199341
2011,8,5,irrigated,0.273824
2011,8,6,control,0.219315
2011,8,6,irrigated,0.283863
2011,8,7,control,0.197403
2011,8,7,irrigated,0.264128
2011,8,8,control,0.243369
2011,8,8,irrigated,0.312855
2011,8,9,control,0.225121
2011,8,9,irrigated,0.287171
2011,8,10,control,0.245807
2011,8,10,irrigated,0.310444
2011,8,11,control,0.217208
2011,8,11,irrigated,0.283933
2012,5,3,control,0.223567
2012,5,3,irrigated,0.236348
2012,5,4,control,0.21854
2012,5,4,irrigated,0.230582
2012,5,5,control,0.211843
2012,5,5,irrigated,0.221274
2012,5,7,control,0.18724
2012,5,7,irrigated,0.19628
2012,5,8,control,0.177784
2012,5,8,irrigated,0.18407
2012,5,9,control,0.168527
2012,5,9,irrigated,0.174098
2012,5,10,control,0.161394
2012,5,10,irrigated,0.166537
2012,5,12,control,0.153847
2012,5,12,irrigated,0.162884
2012,5,13,control,0.150603
2012,5,13,irrigated,0.159114
2012,5,14,control,0.14679
2012,5,14,irrigated,0.154312
2012,5,15,control,0.142052
2012,5,15,irrigated,0.149439
2012,5,16,control,0.135944
2012,5,16,irrigated,0.143192
2012,5,17,control,0.132671
2012,5,17,irrigated,0.138113
2012,5,18,control,0.128777
2012,5,18,irrigated,0.133564
2012,5,19,control,0.12501
2012,5,19,irrigated,0.12949
2012,5,20,control,0.121676
2012,5,20,irrigated,0.126274
2012,5,21,control,0.118317
2012,5,21,irrigated,0.122245
2012,5,22,control,0.116405
2012,5,22,irrigated,0.11954
2012,5,23,control,0.114777
2012,5,23,irrigated,0.118345
2012,5,24,control,0.113718
2012,5,24,irrigated,0.174369
2012,5,25,control,0.111003
2012,5,25,irrigated,0.205406
2012,5,26,control,0.111015
2012,5,26,irrigated,0.186274
2012,5,27,control,0.110104
2012,5,27,irrigated,0.16296
2012,5,28,control,0.108437
2012,5,28,irrigated,0.145413
2012,5,29,control,0.105311
2012,5,29,irrigated,0.13112
2012,5,30,control,0.118517
2012,5,30,irrigated,0.144297
2012,5,31,control,0.171933
2012,5,31,irrigated,0.231084
2012,6,1,control,0.152669
2012,6,1,irrigated,0.199336
2012,6,2,control,0.149253
2012,6,2,irrigated,0.188664
2012,6,3,control,0.14667
2012,6,3,irrigated,0.177196
2012,6,4,control,0.142939
2012,6,4,irrigated,0.167069
2012,6,5,control,0.135535
2012,6,5,irrigated,0.148891
2012,6,6,control,0.127967
2012,6,6,irrigated,0.229018
2012,6,7,control,0.121242
2012,6,7,irrigated,0.251979
2012,6,8,control,0.116475
2012,6,8,irrigated,0.215128
2012,6,9,control,0.111667
2012,6,9,irrigated,0.184916
2012,6,10,control,0.108887
2012,6,10,irrigated,0.16403
2012,6,11,control,0.106662
2012,6,11,irrigated,0.149366
2012,6,12,control,0.102691
2012,6,12,irrigated,0.133746
2012,6,13,control,0.100999
2012,6,13,irrigated,0.124153
2012,6,14,control,0.106907
2012,6,14,irrigated,0.126304
2012,6,15,control,0.286537
2012,6,15,irrigated,0.305172
2012,6,16,control,0.255675
2012,6,16,irrigated,0.27187
2012,6,17,control,0.228992
2012,6,17,irrigated,0.242865
2012,6,18,control,0.203947
2012,6,18,irrigated,0.211016
2012,6,19,control,0.184501
2012,6,19,irrigated,0.183606
2012,6,20,control,0.182989
2012,6,20,irrigated,0.180573
2012,6,21,control,0.292799
2012,6,21,irrigated,0.307716
2012,6,22,control,0.257608
2012,6,22,irrigated,0.2713
2012,6,23,control,0.253263
2012,6,23,irrigated,0.269421
2012,6,24,control,0.233618
2012,6,24,irrigated,0.247829
2012,6,25,control,0.211307
2012,6,25,irrigated,0.223626
2012,6,26,control,0.193746
2012,6,26,irrigated,0.203819
2012,6,27,control,0.177463
2012,6,27,irrigated,0.183223
2012,6,28,control,0.16137
2012,6,28,irrigated,0.2304
2012,6,29,control,0.148006
2012,6,29,irrigated,0.229842
2012,6,30,control,0.137474
2012,6,30,irrigated,0.196662
2012,7,1,control,0.131546
2012,7,1,irrigated,0.175536
2012,8,19,control,0.077246
2012,8,19,irrigated,0.197631
2012,8,20,control,0.07665
2012,8,20,irrigated,0.178287
2012,8,21,control,0.077076
2012,8,21,irrigated,0.338142
2012,8,22,control,0.077016
2012,8,22,irrigated,0.291789
2012,8,27,control,0.266637
2012,8,27,irrigated,0.302478
2012,8,28,control,0.242321
2012,8,28,irrigated,0.27655
2012,8,29,control,0.226704
2012,8,29,irrigated,0.254614
2012,8,31,control,0.19934
2012,8,31,irrigated,0.214403
2012,9,1,control,0.192105
2012,9,1,irrigated,0.205036
2012,9,2,control,0.182921
2012,9,2,irrigated,0.191702
2012,9,3,control,0.173316
2012,9,3,irrigated,0.18097
2012,9,4,control,0.164514
2012,9,4,irrigated,0.17103
2012,9,5,control,0.154482
2012,9,5,irrigated,0.16106
2012,9,6,control,0.144952
2012,9,6,irrigated,0.150856
2012,9,7,control,0.142638
2012,9,7,irrigated,0.149932
2012,9,8,control,0.137866
2012,9,8,irrigated,0.145923
2012,9,9,control,0.132737
2012,9,9,irrigated,0.140185
2012,9,10,control,0.128198
2012,9,10,irrigated,0.135893
2012,9,11,control,0.124153
2012,9,11,irrigated,0.133015
2012,9,12,control,0.134038
2012,9,12,irrigated,0.146667
2012,9,13,control,0.263884
2012,9,13,irrigated,0.30432
2012,9,14,control,0.243651
2012,9,14,irrigated,0.277229
2012,9,15,control,0.229215
2012,9,15,irrigated,0.262032
2012,9,16,control,0.229372
2012,9,16,irrigated,0.263621
2012,9,17,control,0.220496
2012,9,17,irrigated,0.256242
2012,9,18,control,0.203831
2012,9,18,irrigated,0.238682
2012,9,19,control,0.194627
2012,9,19,irrigated,0.230909
2012,9,20,control,0.1859
2012,9,20,irrigated,0.218471
2012,9,21,control,0.177891
2012,9,21,irrigated,0.207783
2012,9,22,control,0.168609
2012,9,22,irrigated,0.19357
2012,9,23,control,0.160456
2012,9,23,irrigated,0.182141
2012,9,24,control,0.157667
2012,9,24,irrigated,0.178748
2012,9,25,control,0.157953
2012,9,25,irrigated,0.179309
2012,9,26,control,0.159569
2012,9,26,irrigated,0.180971
2012,9,27,control,0.157081
2012,9,27,irrigated,0.17838
2012,9,28,control,0.153625
2012,9,28,irrigated,0.174066
2012,9,29,control,0.149309
2012,9,29,irrigated,0.168265
2012,9,30,control,0.146496
2012,9,30,irrigated,0.164965
